noun: a
noun: khoáng chất
noun: khoáng dã
noun: khoáng dật
noun: khoáng học
noun: khoáng sản
noun: khoáng vật
noun: khoáng vật học
noun: khoáng đãng
noun: khoáng đạt
noun: khoáng địa
noun: khoát
noun: khoát đạt
noun: khoáy
noun: khoèo
noun: khoé
noun: khoé thu ba
noun: khoét
noun: khoăm
noun: khoăm khoăm
noun: khoản
noun: khoản trà
noun: khoản đãi
noun: khoảng
noun: khoảng chừng
noun: khoảng cách
noun: khoảng khoát
noun: khoảng không
noun: khoảnh
noun: khoảnh khoái
noun: khoảnh khắc
noun: khoảnh độc
noun: khoắng
noun: khoằm
noun: khoẻ
noun: khu
noun: khu biệt
noun: khu chung cư
noun: khu trú
noun: khu trục
noun: khu trừ
noun: khu vực
noun: khu xử
noun: khu đô thị 
noun: khu ủy
noun: khu ủy viên
noun: khua
noun: khui
noun: khum
noun: khum khum
noun: khung
noun: khung cảnh
noun: khung cửi
noun: khung thành
noun: khuy
noun: khuy bấm
noun: khuy tết
noun: khuya
noun: khuya khoắt
noun: khuya sớm
noun: khuynh
noun: khuynh gia bại sản
noun: khuynh hướng
noun: khuynh loát
noun: khuynh thành
noun: khuynh đảo
noun: khuyên
noun: khuyên bảo
noun: khuyên can
noun: khuyên dỗ
noun: khuyên giáo
noun: khuyên giải
noun: khuyên nhủ
noun: khuyên răn
noun: khuyến cáo
noun: khuyến học
noun: khuyến khích
noun: khuyến mại
noun: khuyến nông
noun: khuyến thiện
noun: khuyết
noun: khuyết danh
noun: khuyết nghi
noun: khuyết tịch
noun: khuyết điểm
noun: khuyển
noun: khuân
noun: khuân vác
noun: khuây
noun: khuây khỏa
noun: khuê bổn
noun: khuê các
noun: khuê khổn
noun: khuê môn
noun: khuê nữ
noun: khuê phòng
noun: khuôn
noun: khuôn khổ
noun: khuôn mẫu
noun: khuôn mặt
noun: khuôn phép
noun: khuôn sáo
noun: khuôn thiêng
noun: khuôn trăng
noun: khuôn viên
noun: khuôn vàng
noun: khuôn xanh
noun: khuôn xếp
noun: khuông phù
noun: khuất
noun: khuất bóng
noun: khuất khúc
noun: khuất mắt
noun: khuất mặt
noun: khuất nguyên
noun: khuất nhục
noun: khuất núi
noun: khuất nẻo
noun: khuất phục
noun: khuất thân
noun: khuất tiết
noun: khuất tất
noun: khuấy
noun: khuấy rối
noun: khuếch
noun: khuếch khoác
noun: khuếch trương
noun: khuếch tán
noun: khuếch đại
noun: khuỳnh
noun: khuỵu
noun: khuỷu
noun: khyển mã
noun: khà
noun: khàn
noun: khàn khàn
noun: khá
noun: khá giả
noun: khá tua
noun: khác
noun: khác biệt
noun: khác chi
noun: khác gì
noun: khác nào
noun: khác thường
noun: khác xa
noun: khách
noun: khách hàng
noun: khách khí
noun: khách khứa
noun: khách luống lữ hoài
noun: khách man
noun: khách nợ
noun: khách quan
noun: khách sáo
noun: khách sạn
noun: khách thể
noun: khách tình
noun: khách địa
noun: khái
noun: khái huyết
noun: khái luận
noun: khái niệm
noun: khái quát
noun: khái quát hóa
noun: khám
noun: khám bệnh
noun: khám nghiệm
noun: khám phá
noun: khám xét
noun: khám đường
noun: khán
noun: khán giả
noun: khán hộ
noun: khán thủ
noun: khán đài
noun: kháng
noun: kháng (dân tộc)
noun: kháng (tiếng)
noun: kháng bung
noun: kháng chiến
noun: kháng cáo
noun: kháng cự
noun: kháng dống
noun: kháng hốc
noun: kháng nghị
noun: kháng nguyên
noun: kháng nhiễm
noun: kháng quảng lâm
noun: kháng sinh
noun: kháng thể
noun: kháng xúa
noun: kháng ái
noun: kháng án
noun: kháng đón
noun: kháng độc tố
noun: khánh
noun: khánh chúc
noun: khánh gia
noun: khánh hạ
noun: khánh kiệt
noun: khánh kỵ
noun: khánh thành
noun: khánh tiết
noun: khánh tận
noun: kháo
noun: kháp
noun: khát
noun: khát khao
noun: khát máu
noun: khát nước
noun: khát sữa
noun: khát vọng
noun: kháu
noun: kháu khỉnh
noun: kháy
noun: khâm ban
noun: khâm kỳ
noun: khâm liệm
noun: khâm mạng
noun: khâm phục
noun: khâm sai
noun: khâm sứ
noun: khâm thiên giám
noun: khâm định việt sử thông
noun: khâm định đại nam hội điển
noun: khâu
noun: khâu díu
noun: khâu lược
noun: khâu trần
noun: khâu vá
noun: khâu vắt
noun: khâu đột
noun: khè
noun: khè khè
noun: khèn
noun: khé cổ
noun: khéo
noun: khéo ghét
noun: khéo khỉ
noun: khéo léo
noun: khéo tay
noun: khéo đấy
noun: khép
noun: khép nép
noun: khét
noun: khét lèn lẹt
noun: khét lẹt
noun: khét mò
noun: khét mù
noun: khét tiếng
noun: khê
noun: khênh
noun: khêu
noun: khêu gan
noun: khêu gợi
noun: khì
noun: khì khì
noun: khìn khịt
noun: khí
noun: khí bẩm
noun: khí chất
noun: khí cầu
noun: khí cầu máy
noun: khí cốt
noun: khí cụ
noun: khí cục
noun: khí dụng
noun: khí gió
noun: khí giới
noun: khí hiếm
noun: khí huyết
noun: khí hư
noun: khí hậu
noun: khí hậu học
noun: khí khái
noun: khí khổng
noun: khí kém
noun: khí lực
noun: khí ngoạn kim ngân
noun: khí nhân
noun: khí nhạc
noun: khí nổ
noun: khí phách
noun: khí quyển
noun: khí quản
noun: khí sinh
noun: khí sắc
noun: khí than ướt
noun: khí thôn ngưu đẩu
noun: khí thế
noun: khí tiết
noun: khí trơ
noun: khí trời
noun: khí tài
noun: khí tĩnh học
noun: khí tượng
noun: khí tượng học
noun: khí vật
noun: khí vị
noun: khí độ
noun: khí động học
noun: khía
noun: khía cạnh
noun: khích
noun: khích bác
noun: khích lệ
noun: khích động
noun: khít
noun: khít khịt
noun: khíu
noun: khò khè
noun: khò khò
noun: khòm khòm
noun: khó
noun: khó bảo
noun: khó chơi
noun: khó chịu
noun: khó coi
noun: khó dạy
noun: khó dễ
noun: khó khăn
noun: khó lòng
noun: khó nghe
noun: khó nghĩ
noun: khó ngửi
noun: khó nhai
noun: khó nhằn
noun: khó nhọc
noun: khó nuốt
noun: khó nói
noun: khó thương
noun: khó thở
noun: khó trôi
noun: khó tính
noun: khó ở
noun: khóa
noun: khóa chuông
noun: khóa chữ
noun: khóa luận
noun: khóa sinh
noun: khóa tay
noun: khóa trình
noun: khóc
noun: khóc dây cung
noun: khóc lân
noun: khóc lóc
noun: khóc măng
noun: khóc mướn
noun: khóc than
noun: khóc thầm
noun: khóe
noun: khói
noun: khói báo chiến tranh
noun: khói lửa
noun: khói đèn
noun: khóm
noun: khô
noun: khô cạn
noun: khô cằn
noun: khô dầu
noun: khô héo
noun: khô khan
noun: khô không khốc
noun: khô khốc
noun: khô mộc
noun: khô ráo
noun: khô đét
noun: khôi giáp
noun: khôi hài
noun: khôi khoa
noun: khôi nguyên
noun: khôi ngô
noun: khôi phục
noun: khôi tinh
noun: khôn
noun: khôn khéo
noun: khôn khôn
noun: khôn lẽ
noun: khôn lớn
noun: khôn ngoan
noun: khôn thiêng
noun: khôn xiết
noun: không
noun: không bao giờ
noun: không bào
noun: không chiến
noun: không chê được
noun: không chừng
noun: không dám
noun: không dưng
noun: không gian
noun: không hoà mùi chi
noun: không hề
noun: không khí
noun: không kích
noun: không lực
noun: không những
noun: không phận
noun: không quân
noun: không sao
noun: không thể
noun: không tiền khoáng hậu
noun: không trung
noun: không tưởng
noun: không tập
noun: không vận
noun: không đâu
noun: không đổi
noun: không đội chung trời
noun: khù khờ
noun: khù khụ
noun: khù sung
noun: khù-sung
noun: khùa
noun: khùng
noun: khú
noun: khúc
noun: khúc biệt hạc
noun: khúc chiết
noun: khúc côn cầu
noun: khúc giang công
noun: khúc kha khúc khích
noun: khúc khuỷu
noun: khúc khích
noun: khúc nam huân
noun: khúc nhôi
noun: khúc nôi
noun: khúc phượng cầu hoàng
noun: khúc quảng lăng
noun: khúc trùng thanh dạ
noun: khúc xạ
noun: khúm núm
noun: khăm
noun: khăm khắm
noun: khăn
noun: khăn chế
noun: khăn chữ nhân
noun: khăn chữ nhất
noun: khăn gói
noun: khăn gỗ
noun: khăn khẳn
noun: khăn mùi soa
noun: khăn mỏ quạ
noun: khăn ngang
noun: khăn quàng
noun: khăn quàng cổ
noun: khăn san
noun: khăn tay
noun: khăn trắng
noun: khăn tua
noun: khăn tày rế
noun: khăn tày vố
noun: khăn vuông
noun: khăn vành dây
noun: khăn xếp
noun: khăn áo
noun: khăn ăn
noun: khăn đầu rìu
noun: khăn đẹp
noun: khăng
noun: khăng khít
noun: khăng khăng
noun: khơ-me (dân tộc)
noun: khơ-me krôm
noun: khơ-mú (dân tộc)
noun: khơ-mú (tiếng)
noun: khơi
noun: khơi chừng
noun: khơi mào
noun: khơme (tiếng)
noun: khư khư
noun: khương thang
noun: khương tử nha
noun: khước
noun: khước từ
noun: khướt
noun: khướu
noun: khạ quy
noun: khạc
noun: khạc nhổ
noun: khạng nạng
noun: khạp
noun: khả dĩ
noun: khả kính
noun: khả nghi
noun: khả năng
noun: khả pẻ
noun: khả quan
noun: khả thi
noun: khả thủ
noun: khả ái
noun: khả ước
noun: khả ố
noun: khải ca
noun: khải chi
noun: khải hoàn
noun: khải hoàn ca
noun: khải hoàn môn
noun: khảm
noun: khản
noun: khản cổ
noun: khản tiếng
noun: khảng khái
noun: khảnh
noun: khảnh ăn
noun: khảo
noun: khảo chứng
noun: khảo cổ
noun: khảo cổ học
noun: khảo của
noun: khảo cứu
noun: khảo dị
noun: khảo hạch
noun: khảo khóa
noun: khảo quan
noun: khảo sát
noun: khảo thí
noun: khảo thích
noun: khảo tra
noun: khảo đính
noun: khấc
noun: khấn
noun: khấn khứa
noun: khấn vái
noun: khấp kha khấp khểnh
noun: khấp khểnh
noun: khấp khởi
noun: khất
noun: khất khứa
noun: khất lần
noun: khất nợ
noun: khất thực
noun: khất âm dương
noun: khấu
noun: khấu hao
noun: khấu quân
noun: khấu trừ
noun: khấu đuôi
noun: khấu đầu
noun: khấu đầu bách bái
noun: khẩn
noun: khẩn cấp
noun: khẩn cầu
noun: khẩn hoang
noun: khẩn khoản
noun: khẩn thiết
noun: khẩn trương
noun: khẩn yếu
noun: khẩn điền
noun: khẩu
noun: khẩu chao
noun: khẩu chiếm
noun: khẩu cung
noun: khẩu hiệu
noun: khẩu khí
noun: khẩu ngữ
noun: khẩu phần
noun: khẩu trang
noun: khẩu truyền
noun: khẩu tài
noun: khẩu vị
noun: khẩu đầu
noun: khẩu độ
noun: khẩu đội
noun: khẩy
noun: khập khiễng
noun: khập khà khập khiễng
noun: khắc
noun: khắc bạc
noun: khắc cờ
noun: khắc khoải
noun: khắc khổ
noun: khắc kỷ
noun: khắc nghiệt
noun: khắc phục
noun: khắc sâu
noun: khắc xương ghi dạ
noun: khắm
noun: khắm lặm
noun: khắp
noun: khắp cả
noun: khắp mặt
noun: khắt khe
noun: khẳm
noun: khẳn
noun: khẳn tính
noun: khẳng kheo
noun: khẳng khiu
noun: khẳng định
noun: khặc khừ
noun: khẹc
noun: khẽ
noun: khế
noun: khế cơm
noun: khế ước
noun: khề khà
noun: khều
noun: khểnh
noun: khệ nệ
noun: khệnh khạng
noun: khỉ
noun: khỉ cộc
noun: khỉ già
noun: khỉ gió
noun: khịt
noun: khọm
noun: khọm già
noun: khỏa
noun: khỏa thân
noun: khỏa tử
noun: khỏe khắn
noun: khỏe mạnh
noun: khỏi
noun: khố
noun: khố bao
noun: khố bện
noun: khố dây
noun: khố lục
noun: khố rách áo ôm
noun: khố vàng
noun: khố xanh
noun: khố đỏ
noun: khốc hại
noun: khốc liệt
noun: khốc quỷ kinh thần
noun: khối
noun: khối lượng
noun: khối tình
noun: khối u
noun: khốn
noun: khốn cùng
noun: khốn cực
noun: khốn khó
noun: khốn khổ
noun: khốn nạn
noun: khốn nỗi
noun: khốn quẫn
noun: khốn đốn
noun: khống
noun: khống chế
noun: khống chỉ
noun: khống cáo
noun: khổ
noun: khổ chiến
noun: khổ chủ
noun: khổ cực
noun: khổ dịch
noun: khổ hình
noun: khổ hạnh
noun: khổ học
noun: khổ mặt
noun: khổ người
noun: khổ nhục
noun: khổ não
noun: khổ quá
noun: khổ sai
noun: khổ sâm
noun: khổ sở
noun: khổ thân
noun: khổ tâm
noun: khổ tận cam lai
noun: khổ độc
noun: khổng giáo
noun: khổng lồ
noun: khổng minh
noun: khổng tước
noun: khổng tử
noun: khớ
noun: khớp
noun: khớp lệnh
noun: khớp xương
noun: khờ
noun: khờ dại
noun: khờ khĩnh
noun: khờ khạo
noun: khởi binh
noun: khởi công
noun: khởi hành
noun: khởi hấn
noun: khởi loạn
noun: khởi nghĩa
noun: khởi nguyên
noun: khởi nạn mai gia
noun: khởi phát
noun: khởi sơ
noun: khởi sắc
noun: khởi sự
noun: khởi thân
noun: khởi thảo
noun: khởi thủy
noun: khởi xướng
noun: khởi điểm
noun: khởi đầu
noun: khởi động
noun: khụ
noun: khục
noun: khụt khịt
noun: khủng bố
noun: khủng bố trắng
noun: khủng hoảng
noun: khủng hoảng chu kỳ
noun: khủng hoảng chính trị
noun: khủng hoảng kinh tế
noun: khủng hoảng nội các
noun: khủng hoảng thiếu
noun: khủng hoảng thừa
noun: khủng khiếp
noun: khủng khỉnh
noun: khứ hồi
noun: khứ lưu
noun: khứa
noun: khứng
noun: khứu giác
noun: khừ khừ
noun: khử
noun: khử nước
noun: khử o-xy
noun: khử trùng
noun: khử từ
noun: khử độc
noun: khử ẩn số
noun: ki-lô
noun: ki-lô ca-lo
noun: ki-lô-gam
noun: ki-lô-mét
noun: ki-lô-oát
noun: ki-lô-oát giờ
noun: kia
noun: kia kìa
noun: kim
noun: kim anh
noun: kim băng
noun: kim bản vị
noun: kim chỉ
noun: kim chỉ nam
noun: kim cúc
noun: kim cương
noun: kim cải
noun: kim cổ
noun: kim hoa
noun: kim hoàn
noun: kim khánh
noun: kim khí
noun: kim loại
noun: kim môn
noun: kim ngân
noun: kim ngọc
noun: kim nhũ
noun: kim phong
noun: kim quỹ
noun: kim sinh
noun: kim thanh
noun: kim thuộc
noun: kim thạch
noun: kim tinh
noun: kim tiêm
noun: kim tiền
noun: kim tuyến
noun: kim tự tháp
noun: kim âu
noun: kim ô
noun: kim đan
noun: kim đồng
noun: kim ốc
noun: kinh
noun: kinh (dân tộc)
noun: kinh (tiếng)
noun: kinh bang tế thế
noun: kinh châu
noun: kinh cụ
noun: kinh doanh
noun: kinh dị
noun: kinh giới
noun: kinh hoàng
noun: kinh hoảng
noun: kinh hãi
noun: kinh hồn
noun: kinh khủng
noun: kinh kệ
noun: kinh kỳ
noun: kinh luân
noun: kinh lân
noun: kinh lý
noun: kinh lược
noun: kinh lạc
noun: kinh lịch
noun: kinh nghiệm
noun: kinh nghĩa
noun: kinh nguyệt
noun: kinh ngạc
noun: kinh niên
noun: kinh phong
noun: kinh phí
noun: kinh quyền
noun: kinh quốc
noun: kinh sư
noun: kinh sợ
noun: kinh sử
noun: kinh thiên động địa
noun: kinh thành
noun: kinh thánh
noun: kinh tiêu
noun: kinh truyện
noun: kinh tuyến
noun: kinh tuyến gốc
noun: kinh tuyến trời
noun: kinh tài
noun: kinh tế
noun: kinh tế học
noun: kinh tịch chí
noun: kinh viện
noun: kinh điển
noun: kinh đô
noun: kinh địa
noun: kinh độ
noun: kinh động
noun: kiêm
noun: kiêm nhiệm
noun: kiêm toàn
noun: kiêm ái
noun: kiên
noun: kiên cố
noun: kiên gan
noun: kiên nhẫn
noun: kiên quyết
noun: kiên trinh
noun: kiên trì
noun: kiên tâm
noun: kiên định
noun: kiêng
noun: kiêng cữ
noun: kiêng dè
noun: kiêng khem
noun: kiêng kỵ
noun: kiêng nể
noun: kiêu
noun: kiêu binh
noun: kiêu căng
noun: kiêu dũng
noun: kiêu hãnh
noun: kiêu kỳ
noun: kiêu ngạo
noun: kiếm
noun: kiếm chuyện
noun: kiếm chác
noun: kiếm cung
noun: kiếm hiệp
noun: kiếm khách
noun: kiếm thuật
noun: kiếm ăn
noun: kiến
noun: kiến bò
noun: kiến càng
noun: kiến cánh
noun: kiến gió
noun: kiến giải
noun: kiến hiệu
noun: kiến khúc mộc nhi cao phi
noun: kiến lập
noun: kiến lửa
noun: kiến nghĩa bất vi vô dũng dã.( luận ngữ)
noun: kiến nghị
noun: kiến quốc
noun: kiến thiết
noun: kiến thức
noun: kiến trúc
noun: kiến trúc sư
noun: kiến tập
noun: kiến vàng
noun: kiến văn
noun: kiến vống
noun: kiến đen
noun: kiến điền
noun: kiếp
noun: kiết
noun: kiết cú
